,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
786,IE00BK1PV551,Xtrackers MSCI World UCITS ETF 1D,XDWL,ETF,"0,19%",Distributing,EUR,"Equity,World"
787,DE000ETFL466,Deka EURO STOXX 50 ESG Filtered UCITS ETF,ELFA,ETF,"0,15%",Distributing,EUR,"Equity,Europe"
788,IE00BWTN6Y99,Invesco S&P 500 High Dividend Low Volatility UCITS ETF Dist,HDLV,ETF,"0,30%",Distributing,EUR,"Equity,UnitedStates,LowVolatility/RiskWeighted"
789,IE00BVXBH163,WisdomTree Europe Equity UCITS ETF - USD Hedged,WTDH,ETF,"0,58%",Distributing,EUR,"Equity,Europe,Dividend"
790,IE00BVXC4854,WisdomTree Japan Equity UCITS ETF - USD Hedged,WTDX,ETF,"0,48%",Distributing,EUR,"Equity,Japan,Dividend"
791,IE00BQQP9F84,VanEck Gold Miners UCITS ETF,G2X,ETF,"0,53%",Accumulating,EUR,"Equity,World,BasicMaterials,GoldMining"
792,IE00BQQP9G91,VanEck Junior Gold Miners UCITS ETF,G2XJ,ETF,"0,55%",Accumulating,EUR,"Equity,World,BasicMaterials,GoldMining"
793,IE00B52XQP83,iShares MSCI South Africa UCITS ETF USD (Acc),IBC4,ETF,"0,65%",Accumulating,EUR,"Equity,SouthAfrica"
794,IE00BWZN1T31,iShares MSCI EMU USD Hedged UCITS ETF (Acc),CEBP,ETF,"0,38%",Accumulating,EUR,"Equity,Europe"
795,IE00BWBXM278,SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF,ZPDD,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,ConsumerDiscretionary"
796,IE00BWBXM385,SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF,ZPDS,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,ConsumerStaples"
797,IE00BWBXM492,SPDR S&P U.S. Energy Select Sector UCITS ETF,ZPDE,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Energy"
798,IE00BWBXM500,SPDR S&P U.S. Financials Select Sector UCITS ETF,ZPDF,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Financials"
799,IE00BWBXM617,SPDR S&P U.S. Health Care Select Sector UCITS ETF,ZPDH,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,HealthCare"
800,IE00BWBXM724,SPDR S&P U.S. Industrials Select Sector UCITS ETF,ZPDI,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Industrials"
801,IE00BWBXM831,SPDR S&P U.S. Materials Select Sector UCITS ETF,ZPDM,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,BasicMaterials"
802,IE00BWBXM948,SPDR S&P U.S. Technology Select Sector UCITS ETF,ZPDT,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Technology"
803,IE00BWBXMB69,SPDR S&P U.S. Utilities Select Sector UCITS ETF,ZPDU,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Utilities"
804,LU1094612022,Xtrackers II Harvest China Government Bond UCITS ETF 1D,CGB,ETF,"0,20%",Distributing,EUR,"Bonds,China,Government,7-10"
805,FR0012739431,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C,ETDD,ETF,"0,18%",Accumulating,EUR,"Equity,Europe"
806,FR0012740983,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C/D,ETBB,ETF,"0,18%",Distributing,EUR,"Equity,Europe"
807,LU1079841273,Ossiam Shiller Barclays CAPE US Sector Value TR UCITS ETF 1C (EUR),USCP,ETF,"0,65%",Accumulating,EUR,"Equity,UnitedStates,SectorStrategy"
808,IE00BSJCQV56,SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,ZPRP,ETF,"0,30%",Accumulating,EUR,"RealEstate,Europe"
809,DE000ETFL474,Deka Oekom Euro Nachhaltigkeit UCITS ETF,ELFB,ETF,"0,40%",Distributing,EUR,"Equity,Europe,Social/Environmental"
810,LU1230561679,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,FRCJ,ETF,"0,22%",Distributing,EUR,"Equity,Japan,Social/Environmental"
811,IE00BZ0PKV06,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc),IBC0,ETF,"0,45%",Accumulating,EUR,"Equity,Europe,Multi-FactorStrategy"
812,IE00BZ0PKS76,iShares Edge MSCI USA Multifactor UCITS ETF,IBCY,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates,Multi-FactorStrategy"
813,IE00BZ0PKT83,iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IBCZ,ETF,"0,50%",Accumulating,EUR,"Equity,World,Multi-FactorStrategy"
814,IE00BCRY5Y77,iShares USD Short Duration Corp Bond UCITS ETF USD (Dist),IS3J,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,3-5"
815,IE00BCRY6003,iShares USD Short Duration High Yield Corp Bond UCITS ETF USD (Dist),IS3K,ETF,"0,45%",Distributing,EUR,"Bonds,World,Corporate,3-5"
816,IE00BSKRJZ44,iShares USD Treasury Bond 20+yr UCITS ETF USD (Dist),IS04,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
817,IE00BCRY6227,iShares USD Ultrashort Bond UCITS ETF USD (Dist),IS3L,ETF,"0,09%",Distributing,EUR,"Bonds,World,Corporate,0-3"
818,IE00BCRY6557,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IS3M,ETF,"0,09%",Distributing,EUR,"Bonds,World,Corporate,0-3"
819,IE00BQN1K786,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc),CEMR,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Momentum"
820,IE00BQN1K562,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Acc),CEMQ,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Fundamental/Quality"
821,IE00BQN1KC32,iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc),CEMT,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,MidCap"
822,IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),CEMS,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Value"
823,IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IS3R,ETF,"0,30%",Accumulating,EUR,"Equity,World,Momentum"
824,IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IS3Q,ETF,"0,30%",Accumulating,EUR,"Equity,World,Fundamental/Quality"
825,IE00BP3QZD73,iShares Edge MSCI World Size Factor UCITS ETF USD (Acc),IS3T,ETF,"0,30%",Accumulating,EUR,"Equity,World,MidCap"
826,IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IS3S,ETF,"0,30%",Accumulating,EUR,"Equity,World,Value"
827,IE00BP3QZJ36,iShares MSCI France UCITS ETF EUR (Acc),IS3U,ETF,"0,25%",Accumulating,EUR,"Equity,France"
828,IE00BX7RQY03,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,UBUR,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,LowVolatility/RiskWeighted"
829,IE00BX7RR706,UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,UBUS,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,Value"
830,IE00BX7RRJ27,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,UBUT,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,Fundamental/Quality"
831,LU1215454460,UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,UIMY,ETF,"0,28%",Distributing,EUR,"Equity,Europe,LowVolatility/RiskWeighted"
832,LU1215452928,UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (EUR) A-dis,UIMZ,ETF,"0,28%",Distributing,EUR,"Equity,Europe,Value"
833,LU1215451524,UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (EUR) A-dis,UIM2,ETF,"0,28%",Distributing,EUR,"Equity,Europe,Fundamental/Quality"
834,DE000ETFL482,Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF,ELFC,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
835,IE00BYPLS672,L&G Cyber Security UCITS ETF USD Acc,USPY,ETF,"0,69%",Accumulating,EUR,"Equity,World,Technology,Cybersecurity"
836,LU1242369327,Xtrackers MSCI Europe UCITS ETF 1D,XIEE,ETF,"0,12%",Distributing,EUR,"Equity,Europe"
837,IE00BZ036H21,Xtrackers USD Corporate Bond UCITS ETF 1D,XDGU,ETF,"0,12%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
838,IE00BYQCZX56,WisdomTree Europe Equity UCITS ETF - EUR Acc,WTDF,ETF,"0,32%",Accumulating,EUR,"Equity,Europe,Dividend"
839,IE00BYQCZJ13,WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc,WTIF,ETF,"0,45%",Accumulating,EUR,"Equity,Japan,Dividend"
840,IE00BYQCZN58,WisdomTree Japan Equity UCITS ETF - JPY Acc,WTIZ,ETF,"0,40%",Accumulating,EUR,"Equity,Japan,Dividend"
841,IE00BQQP9H09,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,GMVM,ETF,"0,49%",Accumulating,EUR,"Equity,UnitedStates,Moat"
842,DE000ETFL490,Deka Eurozone Rendite Plus 1-10 UCITS ETF,ELFD,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
843,DE000ETF9033,Lyxor 1 DivDAX (DR) UCITS ETF,E903,ETF,"0,25%",Distributing,EUR,"Equity,Germany,Dividend"
844,DE000ETF9074,Lyxor 1 MDAX ESG UCITS ETF,E907,ETF,"0,30%",Distributing,EUR,"Equity,Germany,MidCap"
845,IE00BZ0G8C04,SPDR MSCI Japan EUR Hedged UCITS ETF,ZPDW,ETF,"0,17%",Accumulating,EUR,"Equity,Japan"
846,IE00BZ0G8B96,SPDR MSCI Japan UCITS ETF,ZPDJ,ETF,"0,12%",Accumulating,EUR,"Equity,Japan"
847,IE00B4MCHD36,iShares S&P 500 Consumer Discretionary Sector UCITS ETF USD (Acc),QDVK,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,ConsumerDiscretionary"
848,IE00B42NKQ00,iShares S&P 500 Energy Sector UCITS ETF USD (Acc),QDVF,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Energy"
849,IE00B4JNQZ49,iShares S&P 500 Financials Sector UCITS ETF USD (Acc),QDVH,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Financials"
850,IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF USD (Acc),QDVG,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,HealthCare"
851,IE00B3WJKG14,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),QDVE,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Technology"
852,IE00BZ0G8860,SPDR Bloomberg 10+ Year U.S. Corporate Bond UCITS ETF,SYBN,ETF,"0,12%",Distributing,EUR,"Bonds,World,Corporate,10+"
853,IE00BZ0G8977,SPDR Bloomberg U.S. TIPS UCITS ETF,SYBY,ETF,"0,17%",Distributing,EUR,"Bonds,UnitedStates,Inflation-Linked,Allmaturities"
854,IE00BYZTVV78,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,QDVL,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,0-3"
855,IE00BWT3KJ20,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to EUR) A-acc,UBUV,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates,LowVolatility/RiskWeighted"
856,IE00BWT3KL42,UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (hedged to EUR) A-acc,UBUW,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates,Value"
857,IE00BWT3KN65,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,UBUX,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates,Fundamental/Quality"
858,LU0429459356,Xtrackers II US Treasuries UCITS ETF 1D,XUTD,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,Allmaturities"
859,LU1324516050,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,UEFS,ETF,"0,42%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
860,IE00BZ4BMM98,Invesco EURO STOXX High Dividend Low Volatility UCITS ETF Dist,EHDV,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
861,LU1291109293,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF,XU61,ETF,"0,30%",Accumulating,EUR,"Equity,World,Infrastructure"
862,IE00BYSZ6062,SPDR Bloomberg 10+ Year Euro Government Bond UCITS ETF,SYBV,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,10+"
863,IE00BYSZ5V04,SPDR Bloomberg 10+ Year U.S. Treasury Bond UCITS ETF,SPPX,ETF,"0,15%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
864,IE00BYV12Y75,SPDR Bloomberg 1-10 Year U.S. Corporate Bond UCITS ETF,SYBR,ETF,"0,12%",Distributing,EUR,"Bonds,World,Corporate,7-10"
865,IE00BYSZ5R67,SPDR Bloomberg 3-7 Year U.S. Treasury Bond UCITS ETF,SPP3,ETF,"0,15%",Distributing,EUR,"Bonds,UnitedStates,Government,5-7"
866,IE00BYSZ5T81,SPDR Bloomberg 7-10 Year U.S. Treasury Bond UCITS ETF,SPP7,ETF,"0,15%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
867,LU1287022708,Lyxor Pan Africa UCITS ETF - Acc,LGQM,ETF,"0,85%",Accumulating,EUR,"Equity,Africa"
868,IE00BZ036J45,Xtrackers USD Corporate Bond UCITS ETF 2D EUR Hedged,XDGE,ETF,"0,21%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
869,IE00BM67HR47,Xtrackers MSCI World Communication Services UCITS ETF 1C,XWTS,ETF,"0,25%",Accumulating,EUR,"Equity,World,Telecommunication"
870,IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,XDWC,ETF,"0,25%",Accumulating,EUR,"Equity,World,ConsumerDiscretionary"
871,IE00BM67HN09,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,XDWS,ETF,"0,25%",Accumulating,EUR,"Equity,World,ConsumerStaples"
872,IE00BM67HM91,Xtrackers MSCI World Energy UCITS ETF 1C,XDW0,ETF,"0,25%",Accumulating,EUR,"Equity,World,Energy"
873,IE00BM67HL84,Xtrackers MSCI World Financials UCITS ETF 1C,XDWF,ETF,"0,25%",Accumulating,EUR,"Equity,World,Financials"
874,IE00BM67HK77,Xtrackers MSCI World Health Care UCITS ETF 1C,XDWH,ETF,"0,25%",Accumulating,EUR,"Equity,World,HealthCare"
875,IE00BM67HV82,Xtrackers MSCI World Industrials UCITS ETF 1C,XDWI,ETF,"0,25%",Accumulating,EUR,"Equity,World,Industrials"
876,IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C,XDWT,ETF,"0,25%",Accumulating,EUR,"Equity,World,Technology"
877,IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,XDWM,ETF,"0,25%",Accumulating,EUR,"Equity,World,BasicMaterials"
878,IE00BM67HQ30,Xtrackers MSCI World Utilities UCITS ETF 1C,XDWU,ETF,"0,25%",Accumulating,EUR,"Equity,World,Utilities"
879,LU1310477036,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,AH50,ETF,"0,65%",Distributing,EUR,"Equity,China"
880,LU1291109616,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR C,GSDE,ETF,"0,38%",Accumulating,EUR,"Commodities,Broadmarket"
881,IE00BWTNM966,First Trust Germany AlphaDEX UCITS ETF,FTGG,ETF,"0,65%",Distributing,EUR,"Equity,Germany,Multi-FactorStrategy"
882,IE00BD4DX952,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,XQUA,ETF,"0,45%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
883,LU0429458895,Xtrackers II US Treasuries 1-3 UCITS ETF 1D,D5BE,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
884,IE00BZ2GV965,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (USD) A-acc,UEQU,ETF,"0,34%",Accumulating,EUR,"Commodities,Broadmarket"
885,LU1324516308,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc,FRCK,ETF,"0,47%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
886,IE00BCLWRB83,iShares USD Corp Bond Interest Rate Hedged UCITS ETF USD (Dist),IS3F,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
887,IE0032895942,iShares USD Corp Bond UCITS ETF USD (Dist),IBCD,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
888,IE00B14X4S71,iShares USD Treasury Bond 1-3yr UCITS ETF USD (Dist),IUSU,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
889,IE0032523478,iShares EUR Corp Bond Large Cap UCITS ETF EUR (Dist),IBCS,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
890,IE00B14X4Q57,iShares EUR Govt Bond 1-3yr UCITS ETF EUR (Dist),IBCA,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,0-3"
891,IE00B14X4T88,iShares Asia Pacific Dividend UCITS ETF USD (Dist),IQQX,ETF,"0,59%",Distributing,EUR,"Equity,AsiaPacific,Dividend"
892,IE00B02KXK85,iShares China Large Cap UCITS ETF USD (Dist),IQQC,ETF,"0,74%",Distributing,EUR,"Equity,China"
893,IE00B0M62S72,iShares Euro Dividend UCITS ETF EUR (Dist),IQQA,ETF,"0,40%",Distributing,EUR,"Equity,Europe,Dividend"
894,IE00B02KXL92,iShares EURO STOXX Mid UCITS ETF EUR (Dist),IQQM,ETF,"0,40%",Distributing,EUR,"Equity,Europe,MidCap"
895,IE00B02KXM00,iShares EURO STOXX Small UCITS ETF EUR (Dist),IQQS,ETF,"0,40%",Distributing,EUR,"Equity,Europe,SmallCap"
896,IE00B0M62V02,iShares Euro Total Market Growth Large UCITS ETF EUR (Dist),IQQG,ETF,"0,40%",Distributing,EUR,"Equity,Europe,Growth"
897,IE00B0M63284,iShares European Property Yield UCITS ETF EUR (Dist),IQQP,ETF,"0,40%",Distributing,EUR,"RealEstate,Europe"
898,IE00B7J7TB45,iShares Global Corp Bond UCITS ETF USD (Dist),IS0X,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
899,IE00B74DQ490,iShares Global High Yield Corp Bond UCITS ETF USD (Dist),IBC9,ETF,"0,50%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
900,IE00B0M63730,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist),IQQF,ETF,"0,74%",Distributing,EUR,"Equity,AsiaPacific"
901,IE00B0M63516,iShares MSCI Brazil UCITS ETF USD (Dist),IQQB,ETF,"0,74%",Distributing,EUR,"Equity,Brazil"
902,IE00B14X4N27,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),IQQU,ETF,"0,40%",Distributing,EUR,"Equity,Europe"
903,IE00BYVJRQ85,iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc),QDVN,ETF,"0,25%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
904,IE00B02KXH56,iShares MSCI Japan UCITS ETF USD (Dist),IQQJ,ETF,"0,59%",Distributing,EUR,"Equity,Japan"
905,IE00B0M63391,iShares MSCI Korea UCITS ETF USD (Dist),IQQK,ETF,"0,74%",Distributing,EUR,"Equity,SouthKorea"
906,IE00B14X4M10,iShares MSCI North America UCITS ETF USD (Dist),IQQN,ETF,"0,40%",Distributing,EUR,"Equity,NorthAmerica"
907,IE00B0M63623,iShares MSCI Taiwan UCITS ETF USD (Dist),IQQT,ETF,"0,74%",Distributing,EUR,"Equity,Taiwan"
908,IE00B0M63060,iShares UK Dividend UCITS ETF GBP (Dist),IQQD,ETF,"0,40%",Distributing,EUR,"Equity,UnitedKingdom,Dividend"
909,IE00BZ6V7883,iShares US Mortgage Backed Securities UCITS ETF USD (Dist),QDVP,ETF,"0,28%",Distributing,EUR,"Bonds,UnitedStates,CoveredBonds,7-10"
910,IE00B1FZS798,iShares USD Treasury Bond 7-10yr UCITS ETF USD (Dist),IUSM,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
911,IE00B1FZS913,iShares EUR Govt Bond 15-30yr UCITS ETF EUR (Dist),IBCL,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,10+"
912,IE00B1FZS681,iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),IBCN,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,3-5"
913,IE00B1FZS806,iShares EUR Govt Bond 7-10yr UCITS ETF EUR (Dist),IBCM,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
914,IE00B1FZS244,iShares Asia Property Yield UCITS ETF USD (Dist),IQQ4,ETF,"0,59%",Distributing,EUR,"RealEstate,AsiaPacific"
915,IE00B1W57M07,iShares BRIC 50 UCITS ETF USD (Dist),IQQ9,ETF,"0,74%",Distributing,EUR,"Equity,EmergingMarkets"
916,IE00B1FZS350,iShares Developed Markets Property Yield UCITS ETF USD (Dist),IQQ6,ETF,"0,59%",Distributing,EUR,"RealEstate,World"
917,IE00B57X3V84,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),IUSL,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental"
918,IE00B2NPL135,iShares EM Infrastructure UCITS ETF USD (Dist),IUS8,ETF,"0,74%",Distributing,EUR,"Equity,EmergingMarkets,Infrastructure"
919,IE00B1XNHC34,iShares Global Clean Energy UCITS ETF USD (Dist),IQQH,ETF,"0,65%",Distributing,EUR,"Equity,World,Utilities,CleanEnergy"
920,IE00B1FZS467,iShares Global Infrastructure UCITS ETF USD (Dist),IQQI,ETF,"0,65%",Distributing,EUR,"Equity,World,Infrastructure"
921,IE00B1TXK627,iShares Global Water UCITS ETF USD (Dist),IQQQ,ETF,"0,65%",Distributing,EUR,"Equity,World,Water"
922,IE00B2NPKV68,iShares J.P. Morgan USD EM Bond UCITS ETF USD (Dist),IUS7,ETF,"0,45%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
923,IE00B1TXHL60,iShares Listed Private Equity UCITS ETF USD (Dist),IQQL,ETF,"0,75%",Distributing,EUR,"Equity,World,PrivateEquity"
924,IE00B27YCK28,iShares MSCI EM Latin America UCITS ETF USD (Dist),IUSC,ETF,"0,74%",Distributing,EUR,"Equity,LatinAmerica"
925,IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF EUR (Acc),IUSK,ETF,"0,20%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
926,IE00B1FZS574,iShares MSCI Turkey UCITS ETF USD (Dist),IQQ5,ETF,"0,74%",Distributing,EUR,"Equity,Turkey"
927,IE00B44CGS96,iShares US Aggregate Bond UCITS ETF USD (Dist),EUNX,ETF,"0,25%",Distributing,EUR,"Bonds,World,Aggregate,Allmaturities"
928,IE00B1FZSF77,iShares US Property Yield UCITS ETF USD (Dist),IQQ7,ETF,"0,40%",Distributing,EUR,"RealEstate,UnitedStates"
929,IE00BYMLZY74,WisdomTree Enhanced Commodity UCITS ETF USD Acc,WTIC,ETF,"0,35%",Accumulating,EUR,"Commodities,Broadmarket"
930,IE00BYPHT736,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,XDEP,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,7-10"
931,IE00BYYXBF44,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF Dist,EHDL,ETF,"0,49%",Distributing,EUR,"Equity,EmergingMarkets,Dividend"
932,IE00B3DKXQ41,iShares EUR Aggregate Bond ESG UCITS ETF,EUN4,ETF,"0,25%",Distributing,EUR,"Bonds,World,Aggregate,Allmaturities"
933,IE00B4L60045,iShares EUR Corp Bond 1-5yr UCITS ETF EUR (Dist),EUNT,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,3-5"
934,IE00BSKRK281,iShares EUR Corp Bond BBB-BB UCITS ETF EUR (Dist),IS06,ETF,"0,25%",Distributing,EUR,"Bonds,Europe,Corporate,Allmaturities"
935,IE00B4L5ZY03,iShares € Corp Bond ex-Financials 1-5yr ESG UCITS ETF,EUNS,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,3-5"
936,IE00B4L5ZG21,iShares EUR Corp Bond ex-Financials UCITS ETF EUR (Dist),EUNR,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
937,IE00B3B8Q275,iShares EUR Covered Bond UCITS ETF EUR (Dist),IUS6,ETF,"0,20%",Distributing,EUR,"Bonds,World,CoveredBonds,Allmaturities"
938,IE00B3FH7618,iShares EUR Govt Bond 0-1yr UCITS ETF EUR (Dist),EUN6,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,0-3"
939,IE00B4WXJH41,iShares EUR Govt Bond 10-15yr UCITS ETF EUR (Dist),EUN8,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,10+"
940,IE00B4WXJG34,iShares EUR Govt Bond 5-7yr UCITS ETF EUR (Dist),EUN9,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,5-7"
941,IE00B4WXJJ64,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),EUNH,ETF,"0,09%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
942,IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),EUNN,ETF,"0,15%",Accumulating,EUR,"Equity,Japan"
943,IE00B6QGFW01,iShares Emerging Asia Local Govt Bond UCITS ETF USD (Dist),IS0S,ETF,"0,50%",Distributing,EUR,"Bonds,AsiaPacific,Government,Allmaturities"
944,IE00B3F81K65,iShares Global Govt Bond UCITS ETF USD (Dist),EUN3,ETF,"0,20%",Distributing,EUR,"Bonds,World,Government,Allmaturities"
945,IE00B3B8PX14,iShares Global Inflation Linked Govt Bond UCITS ETF USD (Acc),IUS5,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Inflation-Linked,Allmaturities"
946,IE00B5M4WH52,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),IUSP,ETF,"0,50%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
947,IE00B3F81G20,iShares MSCI EM Small Cap UCITS ETF USD (Dist),EUNI,ETF,"0,74%",Distributing,EUR,"Equity,EmergingMarkets,SmallCap"
948,IE00B4L5YC18,iShares MSCI EM UCITS ETF USD (Acc),EUNM,ETF,"0,18%",Accumulating,EUR,"Equity,EmergingMarkets"
949,IE00B4WXJD03,iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist),EUNJ,ETF,"0,60%",Distributing,EUR,"Equity,AsiaPacific"
950,IE00B2QWCY14,iShares S&P SmallCap 600 UCITS ETF USD (Dist),IUS3,ETF,"0,40%",Distributing,EUR,"Equity,UnitedStates,SmallCap"
951,IE00BZ56SW52,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,WTEM,ETF,"0,38%",Accumulating,EUR,"Equity,World,Fundamental/Quality"
